,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Til We Run Out Of Air___Hatchie,0.414,0.795,6,-6.356,1,0.0318,0.0824,0.000422,0.251,0.382,149.976,audio_features,4CtjUMMsvZmT4iOK2Ly803,spotify:track:4CtjUMMsvZmT4iOK2Ly803,https://api.spotify.com/v1/tracks/4CtjUMMsvZmT4iOK2Ly803,https://api.spotify.com/v1/audio-analysis/4CtjUMMsvZmT4iOK2Ly803,343323,4,Giving The World Away,2TwATR1G07ckXIDydjPKsw
Over___Maya Hawke,0.35,0.845,7,-5.614,1,0.2,0.0107,0,0.123,0.45,99.643,audio_features,6BdgtqiV3oXNqBikezwdvC,spotify:track:6BdgtqiV3oXNqBikezwdvC,https://api.spotify.com/v1/tracks/6BdgtqiV3oXNqBikezwdvC,https://api.spotify.com/v1/audio-analysis/6BdgtqiV3oXNqBikezwdvC,233560,5,Thank Me Later,6jlrjFR9mJV3jd1IPSplXU
Better___Gracie Abrams,0.516,0.917,11,-3.186,0,0.0827,0.0139,6.37E-06,0.36,0.635,145.821,audio_features,1By2VQkUN0Frd8mKNV5NYC,spotify:track:1By2VQkUN0Frd8mKNV5NYC,https://api.spotify.com/v1/tracks/1By2VQkUN0Frd8mKNV5NYC,https://api.spotify.com/v1/audio-analysis/1By2VQkUN0Frd8mKNV5NYC,217160,4,Speak Now (Deluxe Edition),5EpMjweRD573ASl7uNiHym
Say Nothing (feat. MAY-A)___Flume,0.478,0.822,2,-1.961,0,0.0642,0.101,6.60E-05,0.12,0.309,130.058,audio_features,424Uwmm1kNW07Ty1nOhSpl,spotify:track:424Uwmm1kNW07Ty1nOhSpl,https://api.spotify.com/v1/tracks/424Uwmm1kNW07Ty1nOhSpl,https://api.spotify.com/v1/audio-analysis/424Uwmm1kNW07Ty1nOhSpl,232959,4,Say Nothing (feat. MAY-A),3QMl37rC1ye7PKRFH7Bgz9
Picture in my mind___PinkPantheress,0.73,0.645,2,-6.506,0,0.348,0.587,0,0.0937,0.772,128.519,audio_features,0z3YYobsavHguLTgqg5GC1,spotify:track:0z3YYobsavHguLTgqg5GC1,https://api.spotify.com/v1/tracks/0z3YYobsavHguLTgqg5GC1,https://api.spotify.com/v1/audio-analysis/0z3YYobsavHguLTgqg5GC1,176931,4,Picture in my mind,744TnMqUCSGWPa17iii3LU
Running Out Of Time___Paramore,0.736,0.534,11,-9.22,0,0.0367,0.0433,0.00434,0.0664,0.552,127.035,audio_features,5NRtdsFFlmyE8qDMgS08PE,spotify:track:5NRtdsFFlmyE8qDMgS08PE,https://api.spotify.com/v1/tracks/5NRtdsFFlmyE8qDMgS08PE,https://api.spotify.com/v1/audio-analysis/5NRtdsFFlmyE8qDMgS08PE,192441,4,This Is Why,6tG8sCK4htJOLjlWwb7gZB
Friday I’m In Love - Recorded at Spotify Studios NYC___Phoebe Bridgers,0.448,0.123,7,-15.193,1,0.0409,0.948,0,0.0816,0.143,123.491,audio_features,6vC7mF2CXYW6MVF2voO4FU,spotify:track:6vC7mF2CXYW6MVF2voO4FU,https://api.spotify.com/v1/tracks/6vC7mF2CXYW6MVF2voO4FU,https://api.spotify.com/v1/audio-analysis/6vC7mF2CXYW6MVF2voO4FU,220813,4,Spotify Singles,3k3IHMRB7BZEf9VEh4HZsm
Movie Star (feat. Pharrell Williams)___Jack Harlow,0.829,0.488,8,-7.275,1,0.183,0.00461,0,0.107,0.551,93.199,audio_features,3u8bblcJtOxxmGzJrviWLp,spotify:track:3u8bblcJtOxxmGzJrviWLp,https://api.spotify.com/v1/tracks/3u8bblcJtOxxmGzJrviWLp,https://api.spotify.com/v1/audio-analysis/3u8bblcJtOxxmGzJrviWLp,142590,4,Come Home The Kids Miss You,2eE8BVirX9VF8Di9hD90iw
Best I Ever Had___Drake,0.395,0.922,1,-2.176,1,0.375,0.19,0,0.134,0.558,162.361,audio_features,3QLjDkgLh9AOEHlhQtDuhs,spotify:track:3QLjDkgLh9AOEHlhQtDuhs,https://api.spotify.com/v1/tracks/3QLjDkgLh9AOEHlhQtDuhs,https://api.spotify.com/v1/audio-analysis/3QLjDkgLh9AOEHlhQtDuhs,257690,4,So Far Gone,1LShhEEKRT5MNPcO7jtYHh
Ms. Nasty___Megan Thee Stallion,0.836,0.804,0,-4.796,1,0.293,0.0373,0,0.357,0.605,174.975,audio_features,2QoDrx7csQaxDr9exNwGlS,spotify:track:2QoDrx7csQaxDr9exNwGlS,https://api.spotify.com/v1/tracks/2QoDrx7csQaxDr9exNwGlS,https://api.spotify.com/v1/audio-analysis/2QoDrx7csQaxDr9exNwGlS,131561,3,Traumazine,4YP0h2KGDb20eJuStnBvim
When I Have Her On My Mind___Inhaler,0.395,0.932,2,-4.928,1,0.105,0.00841,0.00856,0.193,0.42,165,audio_features,0lihElFWNCF5osz6P1R0dV,spotify:track:0lihElFWNCF5osz6P1R0dV,https://api.spotify.com/v1/tracks/0lihElFWNCF5osz6P1R0dV,https://api.spotify.com/v1/audio-analysis/0lihElFWNCF5osz6P1R0dV,241560,4,Cuts & Bruises,2qZd7lp0lLRjeFe0O9Ou6S
For Steven___Joep Beving,0.296,0.0366,7,-25.697,0,0.0557,0.994,0.926,0.098,0.123,62.959,audio_features,2a2IJoPdpjPsvZ2eyhLTCs,spotify:track:2a2IJoPdpjPsvZ2eyhLTCs,https://api.spotify.com/v1/tracks/2a2IJoPdpjPsvZ2eyhLTCs,https://api.spotify.com/v1/audio-analysis/2a2IJoPdpjPsvZ2eyhLTCs,284027,3,Solipsism,2BGvT97OGSAivOsOb5PzMa
Broke Bitch___Tiny Meat Gang,0.798,0.557,8,-7.4,1,0.175,0.0186,0.000947,0.124,0.526,174.006,audio_features,0aZgW8Nzg38hN00pEFyIEj,spotify:track:0aZgW8Nzg38hN00pEFyIEj,https://api.spotify.com/v1/tracks/0aZgW8Nzg38hN00pEFyIEj,https://api.spotify.com/v1/audio-analysis/0aZgW8Nzg38hN00pEFyIEj,146207,4,Broke Bitch,3BxXSzl7sJq4qNkxMkHXya
Déjà Vu___Adiescar Chase,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22E-05,0.0743,0.355,105.253,audio_features,423EcxblW9F4nnQkqcqMlK,spotify:track:423EcxblW9F4nnQkqcqMlK,https://api.spotify.com/v1/tracks/423EcxblW9F4nnQkqcqMlK,https://api.spotify.com/v1/audio-analysis/423EcxblW9F4nnQkqcqMlK,240280,4,B'Day Deluxe Edition,0Zd10MKN5j9KwUST0TdBBB
Kids___Current Joys,0.828,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0755,0.904,113.45,audio_features,3pyyGVqWvRMq43qtJBzxe0,spotify:track:3pyyGVqWvRMq43qtJBzxe0,https://api.spotify.com/v1/tracks/3pyyGVqWvRMq43qtJBzxe0,https://api.spotify.com/v1/audio-analysis/3pyyGVqWvRMq43qtJBzxe0,269143,4,Kids,39OIkrUzvzzCkwhXh9Rdeg
Canceled By A Soy Boy (w/ Nickisnotgreen)___Sad Boyz,0.614,0.475,1,-12.033,1,0.0263,0.171,0.301,0.0692,0.927,111.999,audio_features,71fC5JZdi0w1nTMnQomdsO,spotify:track:71fC5JZdi0w1nTMnQomdsO,https://api.spotify.com/v1/tracks/71fC5JZdi0w1nTMnQomdsO,https://api.spotify.com/v1/audio-analysis/71fC5JZdi0w1nTMnQomdsO,214287,4,Soy Boy,5gFXcbtiYoTtRBHGlMnkBn
Mermaid Bar___Maya Hawke,0.567,0.348,4,-11.897,1,0.0314,0.909,0.00152,0.0905,0.549,114.898,audio_features,3JKFN3393ZQitMIls4WXoX,spotify:track:3JKFN3393ZQitMIls4WXoX,https://api.spotify.com/v1/tracks/3JKFN3393ZQitMIls4WXoX,https://api.spotify.com/v1/audio-analysis/3JKFN3393ZQitMIls4WXoX,216829,4,MOSS,53RbAh13qFqN6wKraRLipl
Remember When___Wallows,0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,audio_features,5naar7XewEOAjOywIp6Jjq,spotify:track:5naar7XewEOAjOywIp6Jjq,https://api.spotify.com/v1/tracks/5naar7XewEOAjOywIp6Jjq,https://api.spotify.com/v1/audio-analysis/5naar7XewEOAjOywIp6Jjq,155147,4,Nothing Happens,7eed9MBclFPjjjvotfR2e9
No Control___One Direction,0.558,0.916,1,-3.145,0,0.0839,0.0278,0,0.0296,0.85,142.984,audio_features,4JaLkM90MJutDAl5jD9BZX,spotify:track:4JaLkM90MJutDAl5jD9BZX,https://api.spotify.com/v1/tracks/4JaLkM90MJutDAl5jD9BZX,https://api.spotify.com/v1/audio-analysis/4JaLkM90MJutDAl5jD9BZX,199720,4,FOUR (Deluxe),4gCNyS7pidfK3rKWhB3JOY
Time Lapse___Ludovico Einaudi,0.593,0.138,5,-25.831,0,0.0452,0.963,0.809,0.0903,0.172,125.039,audio_features,07fynzlBq7ltsOYSx6cC3A,spotify:track:07fynzlBq7ltsOYSx6cC3A,https://api.spotify.com/v1/tracks/07fynzlBq7ltsOYSx6cC3A,https://api.spotify.com/v1/audio-analysis/07fynzlBq7ltsOYSx6cC3A,331400,4,In A Time Lapse,3uJ6D2WOPdjwJ0SrsH9EiG
"Gravity (feat. Tyler, The Creator)___Brent Faiyaz",0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,audio_features,6u3CPnFMKANYgfdiifFOiJ,spotify:track:6u3CPnFMKANYgfdiifFOiJ,https://api.spotify.com/v1/tracks/6u3CPnFMKANYgfdiifFOiJ,https://api.spotify.com/v1/audio-analysis/6u3CPnFMKANYgfdiifFOiJ,214693,4,"Gravity (feat. Tyler, The Creator)",6ymw9w3tGhxVGBskQAhsvm
Moonlight___Kali Uchis,0.639,0.723,7,-6.462,0,0.0532,0.511,0,0.167,0.878,136.872,audio_features,2i2gDpKKWjvnRTOZRhaPh2,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/tracks/2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/audio-analysis/2i2gDpKKWjvnRTOZRhaPh2,187558,4,Moonlight,1y8Yw0NDcP2qxbZufIXt7u
AMERICA HAS A PROBLEM___Beyoncé,0.789,0.614,1,-6.491,1,0.0579,0.00348,0.00152,0.283,0.108,126.035,audio_features,2XMAWynSTIst5KmLSv0Npf,spotify:track:2XMAWynSTIst5KmLSv0Npf,https://api.spotify.com/v1/tracks/2XMAWynSTIst5KmLSv0Npf,https://api.spotify.com/v1/audio-analysis/2XMAWynSTIst5KmLSv0Npf,198898,4,RENAISSANCE,6FJxoadUE4JNVwWHghBwnb
American Teenager___Ethel Cain,0.415,0.748,4,-5.008,1,0.0481,0.00305,0,0.0903,0.154,120.056,audio_features,4ltqfN12ohaVZdM6C45gMg,spotify:track:4ltqfN12ohaVZdM6C45gMg,https://api.spotify.com/v1/tracks/4ltqfN12ohaVZdM6C45gMg,https://api.spotify.com/v1/audio-analysis/4ltqfN12ohaVZdM6C45gMg,258419,4,Preacher’s Daughter,3WmujGwOS0ANHkJRnMH6n8
White Christmas (feat. Darren Criss)___Lea Michele,0.305,0.34,10,-8.254,1,0.0299,0.887,0,0.0737,0.21,99.703,audio_features,2kt2x8aU11NWJrQPjw33wi,spotify:track:2kt2x8aU11NWJrQPjw33wi,https://api.spotify.com/v1/tracks/2kt2x8aU11NWJrQPjw33wi,https://api.spotify.com/v1/audio-analysis/2kt2x8aU11NWJrQPjw33wi,194667,4,Christmas in The City,2Fj2qfm8s99jksE5aTuyaC
64: The Duality of Timothee Chalamet___Brooke and Connor Make A Podcast,0.759,0.614,2,-5.713,1,0.0336,0.621,0.00692,0.0597,0.483,120.072,audio_features,5GWILvQLW43PLcWCjNgOeh,spotify:track:5GWILvQLW43PLcWCjNgOeh,https://api.spotify.com/v1/tracks/5GWILvQLW43PLcWCjNgOeh,https://api.spotify.com/v1/audio-analysis/5GWILvQLW43PLcWCjNgOeh,146020,4,Timothée Chalamet (Acoustic Version),7eFNW8hpe1wbX472suFlN7
On Earth___The Sundays,0.518,0.489,0,-10.292,1,0.025,0.628,0.0152,0.095,0.441,97.969,audio_features,6Ix9YwZc6loLuisD8tDy01,spotify:track:6Ix9YwZc6loLuisD8tDy01,https://api.spotify.com/v1/tracks/6Ix9YwZc6loLuisD8tDy01,https://api.spotify.com/v1/audio-analysis/6Ix9YwZc6loLuisD8tDy01,142693,4,Blind,2MyaP2JXodfEY2Lh7YLa5J
Doses & Mimosas___Cherub,0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,audio_features,44CZRkOxv7UItaAUmh8PgN,spotify:track:44CZRkOxv7UItaAUmh8PgN,https://api.spotify.com/v1/tracks/44CZRkOxv7UItaAUmh8PgN,https://api.spotify.com/v1/audio-analysis/44CZRkOxv7UItaAUmh8PgN,323253,4,Year of the Caprese,070DVvXuLD3fM3KYs47tas
If I Die Young (Glee Cast Version)___Glee Cast,0.717,0.382,4,-7.782,1,0.036,0.83,0,0.0986,0.358,130.843,audio_features,1REX2q4Fverp8zH7KuSeZC,spotify:track:1REX2q4Fverp8zH7KuSeZC,https://api.spotify.com/v1/tracks/1REX2q4Fverp8zH7KuSeZC,https://api.spotify.com/v1/audio-analysis/1REX2q4Fverp8zH7KuSeZC,221773,4,The Quarterback,5K2lqUwpSHseCoCfBcvlcV
Sunflower (feat. Steve Lacy)___Vampire Weekend,0.863,0.576,8,-5.691,1,0.0567,0.406,0.00824,0.141,0.932,100.03,audio_features,53KFMdxzi8IJDewiql1Qo3,spotify:track:53KFMdxzi8IJDewiql1Qo3,https://api.spotify.com/v1/tracks/53KFMdxzi8IJDewiql1Qo3,https://api.spotify.com/v1/audio-analysis/53KFMdxzi8IJDewiql1Qo3,137600,4,Father of the Bride,1A3nVEWRJ8yvlPzawHI1pQ
tell me what you want___dacelynn,0.575,0.634,0,-8.651,1,0.0322,0.107,0.0125,0.508,0.532,121.926,audio_features,5o8UqnjiKWDo7OzwFz1k1g,spotify:track:5o8UqnjiKWDo7OzwFz1k1g,https://api.spotify.com/v1/tracks/5o8UqnjiKWDo7OzwFz1k1g,https://api.spotify.com/v1/audio-analysis/5o8UqnjiKWDo7OzwFz1k1g,154503,4,tell me what you want,7t9jJ7fwYfrflEOdN1cVvW
baseball___Hippo Campus,0.602,0.915,9,-3.62,1,0.0541,0.0034,0,0.0967,0.581,111.512,audio_features,5lO1htX1UPjwyItDLurhR5,spotify:track:5lO1htX1UPjwyItDLurhR5,https://api.spotify.com/v1/tracks/5lO1htX1UPjwyItDLurhR5,https://api.spotify.com/v1/audio-analysis/5lO1htX1UPjwyItDLurhR5,198107,4,warm glow,4Haa4Xjv1O6cjPY2CwmbY8
Thousand Miles (feat. Brandi Carlile)___Miley Cyrus,0.503,0.722,9,-7.595,1,0.103,0.205,3.52E-05,0.0845,0.354,172.006,audio_features,1GN6qqehnqUfUHH1gfK81v,spotify:track:1GN6qqehnqUfUHH1gfK81v,https://api.spotify.com/v1/tracks/1GN6qqehnqUfUHH1gfK81v,https://api.spotify.com/v1/audio-analysis/1GN6qqehnqUfUHH1gfK81v,231000,4,Endless Summer Vacation,0HiZ8fNXwJOQcrf5iflrdz
Anna Wintour___Azealia Banks,0.684,0.901,7,-5.2,1,0.0843,0.00281,0.00123,0.0232,0.485,121.988,audio_features,5Pm7KrSKkDj37SZoMYyXDX,spotify:track:5Pm7KrSKkDj37SZoMYyXDX,https://api.spotify.com/v1/tracks/5Pm7KrSKkDj37SZoMYyXDX,https://api.spotify.com/v1/audio-analysis/5Pm7KrSKkDj37SZoMYyXDX,273908,4,Anna Wintour,6CdoZyh1IJzKRs7tw5WM8e
Episode #213 - Youtubers Get Sued for 1 BILLION Dollars___Very Really Good,0.774,0.788,7,-5.852,0,0.0457,0.0384,0,0.21,0.125,100.02,audio_features,0nSP1uawLADLzwoLko2f2k,spotify:track:0nSP1uawLADLzwoLko2f2k,https://api.spotify.com/v1/tracks/0nSP1uawLADLzwoLko2f2k,https://api.spotify.com/v1/audio-analysis/0nSP1uawLADLzwoLko2f2k,153600,4,Yeah I Bossed Up,4ZF6D6bOzp4YWG0NxK1VRt
The Bottom___Gracie Abrams,0.722,0.596,5,-5.072,1,0.185,0.414,9.20E-06,0.133,0.903,94.512,audio_features,4Sk74gcXTe9dnE1HU5Pn1y,spotify:track:4Sk74gcXTe9dnE1HU5Pn1y,https://api.spotify.com/v1/tracks/4Sk74gcXTe9dnE1HU5Pn1y,https://api.spotify.com/v1/audio-analysis/4Sk74gcXTe9dnE1HU5Pn1y,180489,3,This Is What It Feels Like,7l2g05NyprwonSFIs2y8at
Snakeskin___Rina Sawayama,0.413,0.716,8,-4.528,1,0.0883,0.0921,3.53E-06,0.0772,0.123,139.689,audio_features,6c3qhnJnDalbbgC7CAijbn,spotify:track:6c3qhnJnDalbbgC7CAijbn,https://api.spotify.com/v1/tracks/6c3qhnJnDalbbgC7CAijbn,https://api.spotify.com/v1/audio-analysis/6c3qhnJnDalbbgC7CAijbn,192638,4,SAWAYAMA,3stadz88XVpHcXnVYMHc4J
Last Dance___No Vacation,0.289,0.0834,4,-19.966,1,0.0395,0.963,0.832,0.113,0.0391,145.009,audio_features,5Zr53cObPdxIzpMb9c6lP6,spotify:track:5Zr53cObPdxIzpMb9c6lP6,https://api.spotify.com/v1/tracks/5Zr53cObPdxIzpMb9c6lP6,https://api.spotify.com/v1/audio-analysis/5Zr53cObPdxIzpMb9c6lP6,155819,3,Phasing,0NSxRVDhlmvNstX8ZMmNPm
No Time___Lil' Kim,0.627,0.814,5,-5.863,0,0.304,0.256,1.15E-06,0.285,0.799,90.42,audio_features,5Pe9H08rkbraYpP3dllcfe,spotify:track:5Pe9H08rkbraYpP3dllcfe,https://api.spotify.com/v1/tracks/5Pe9H08rkbraYpP3dllcfe,https://api.spotify.com/v1/audio-analysis/5Pe9H08rkbraYpP3dllcfe,300667,4,Hard Core,39xHAZmTUSQJyXt6ebpjKT
Glimpse of Us___Joji,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78E-06,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3,Glimpse of Us,6ZZvx0aefZV3LKa053fn71
Ice Baby (Bonus Track)___Flo Milli,0.958,0.533,1,-6.199,1,0.133,0.0431,5.62E-06,0.148,0.242,129.975,audio_features,79JPhBXY6ROEV5ySl0RnVp,spotify:track:79JPhBXY6ROEV5ySl0RnVp,https://api.spotify.com/v1/tracks/79JPhBXY6ROEV5ySl0RnVp,https://api.spotify.com/v1/audio-analysis/79JPhBXY6ROEV5ySl0RnVp,169680,4,"You Still Here, Ho ?",42C76ZnwdWqEu6zs6NFW1A
61: Getting Doxxed and Taking Names___Brooke and Connor Make A Podcast,0.348,0.87,4,-5.86,1,0.137,0.171,4.40E-06,0.202,0.763,83.392,audio_features,609qKv3KPAbdtp0LQH2buA,spotify:track:609qKv3KPAbdtp0LQH2buA,https://api.spotify.com/v1/tracks/609qKv3KPAbdtp0LQH2buA,https://api.spotify.com/v1/audio-analysis/609qKv3KPAbdtp0LQH2buA,183640,4,Texoma Shore,1Kc7TpYwJQ0mzVAssuWbB0
The Love You Give___Vistas,0.462,0.935,4,-4.794,1,0.0509,0.00128,0.00923,0.368,0.757,171.918,audio_features,4ZZcLpx7S1pILfBwjjekuE,spotify:track:4ZZcLpx7S1pILfBwjjekuE,https://api.spotify.com/v1/tracks/4ZZcLpx7S1pILfBwjjekuE,https://api.spotify.com/v1/audio-analysis/4ZZcLpx7S1pILfBwjjekuE,180490,4,Everything Changes in the End,5ENziEEwfQaUvK6WbLkCzk
You Don't Go To Parties___5 Seconds of Summer,0.611,0.786,1,-3.565,1,0.0508,0.00345,0,0.11,0.624,122.027,audio_features,69Wf3RZaI4tOJMAYbn9Mkl,spotify:track:69Wf3RZaI4tOJMAYbn9Mkl,https://api.spotify.com/v1/tracks/69Wf3RZaI4tOJMAYbn9Mkl,https://api.spotify.com/v1/audio-analysis/69Wf3RZaI4tOJMAYbn9Mkl,195821,3,5SOS5,26uA5pGrTovBLxikRsMQJ4
Menace___Maya Hawke,0.977,0.303,0,-10.821,1,0.539,0.0612,0,0.184,0.214,116.063,audio_features,0CjHqLvr4EdjBJ0XiKtbCI,spotify:track:0CjHqLvr4EdjBJ0XiKtbCI,https://api.spotify.com/v1/tracks/0CjHqLvr4EdjBJ0XiKtbCI,https://api.spotify.com/v1/audio-analysis/0CjHqLvr4EdjBJ0XiKtbCI,145188,3,Quality Control: Control The Streets Volume 1,07Jvk8tGuaMhR4H72znlLJ
JV Movie Score___Junior Varsity,0.286,0.495,0,-7.716,1,0.0371,0.261,0.715,0.117,0.147,51.684,audio_features,64QM0cb9rdn78CsAxrswjp,spotify:track:64QM0cb9rdn78CsAxrswjp,https://api.spotify.com/v1/tracks/64QM0cb9rdn78CsAxrswjp,https://api.spotify.com/v1/audio-analysis/64QM0cb9rdn78CsAxrswjp,104704,4,Junior Varsity,3PWehhZAClLw6iOnqRBfMM
Cologne___beabadoobee,0.55,0.803,2,-3.608,1,0.0347,0.000561,0.000523,0.0266,0.877,130.015,audio_features,1NaDK3atogQEn9glK5fYuy,spotify:track:1NaDK3atogQEn9glK5fYuy,https://api.spotify.com/v1/tracks/1NaDK3atogQEn9glK5fYuy,https://api.spotify.com/v1/audio-analysis/1NaDK3atogQEn9glK5fYuy,164691,4,Our Extended Play,6EBrUVVsjIQD8N0c63mqjv
"Consolation No. 3 in D-Flat Major, S. 172___Franz Liszt",0.203,0.00399,1,-35.638,1,0.0405,0.985,0.922,0.111,0.0779,74.253,audio_features,0Jp7n6FKqGVxtXPMVYtMQr,spotify:track:0Jp7n6FKqGVxtXPMVYtMQr,https://api.spotify.com/v1/tracks/0Jp7n6FKqGVxtXPMVYtMQr,https://api.spotify.com/v1/audio-analysis/0Jp7n6FKqGVxtXPMVYtMQr,259573,4,Liszt - My Piano Hero,39Hh5k01di42nUCLn8Wxqu
Magic___Kylie Minogue,0.643,0.852,11,-3.763,1,0.0427,0.0112,0,0.0749,0.863,134.024,audio_features,7gY8FAYu5zuOzmPBlOec3L,spotify:track:7gY8FAYu5zuOzmPBlOec3L,https://api.spotify.com/v1/tracks/7gY8FAYu5zuOzmPBlOec3L,https://api.spotify.com/v1/audio-analysis/7gY8FAYu5zuOzmPBlOec3L,184000,4,Take Me Home (Expanded Edition),2sWX3HYnZjPZ9MrH6MFsBt
"WHAT A DAY___Tyler, The Creator",0.484,0.828,10,-6.29,0,0.258,0.529,0,0.163,0.769,88.939,audio_features,3v3gyQkwRQGwDUZ7V2q2lF,spotify:track:3v3gyQkwRQGwDUZ7V2q2lF,https://api.spotify.com/v1/tracks/3v3gyQkwRQGwDUZ7V2q2lF,https://api.spotify.com/v1/audio-analysis/3v3gyQkwRQGwDUZ7V2q2lF,216884,4,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv
DESPECHÁ___ROSALÍA,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63E-05,0.0609,0.775,130.037,audio_features,5ildQOEKmJuWGl2vRkFdYc,spotify:track:5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/tracks/5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/audio-analysis/5ildQOEKmJuWGl2vRkFdYc,157018,4,DESPECHÁ,5omNd3Mkij9C3ZeW19rRmv
Alive___One Direction,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,1L94M3KIu7QluZe63g64rv,spotify:track:1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/tracks/1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/audio-analysis/1L94M3KIu7QluZe63g64rv,340907,4,Ten,5B4PYA7wNN4WdEXdIJu58a
(There's No Place Like) Home for the Holidays - 1954 Version___Perry Como,0.69,0.188,0,-12.797,1,0.0316,0.897,0,0.133,0.736,78.043,audio_features,5mKxNjNnRFpO9Muzw3Ug0u,spotify:track:5mKxNjNnRFpO9Muzw3Ug0u,https://api.spotify.com/v1/tracks/5mKxNjNnRFpO9Muzw3Ug0u,https://api.spotify.com/v1/audio-analysis/5mKxNjNnRFpO9Muzw3Ug0u,171333,4,Greatest Christmas Songs,4lculT3R9mxFqdmXOCLuY7
Kick in the Teeth___Hippo Campus,0.644,0.689,8,-5.977,1,0.0344,0.152,0,0.119,0.687,120.005,audio_features,09IAjxegM08998hgb6ZScZ,spotify:track:09IAjxegM08998hgb6ZScZ,https://api.spotify.com/v1/tracks/09IAjxegM08998hgb6ZScZ,https://api.spotify.com/v1/audio-analysis/09IAjxegM08998hgb6ZScZ,167290,4,Kick in the Teeth,7zeuAUF8ieCxZ5P9wUxOBB
Hate Me___Miley Cyrus,0.652,0.597,6,-6.536,0,0.0286,0.0244,0.00103,0.238,0.333,90.022,audio_features,0rFcav2bUNH6NC9576Viiu,spotify:track:0rFcav2bUNH6NC9576Viiu,https://api.spotify.com/v1/tracks/0rFcav2bUNH6NC9576Viiu,https://api.spotify.com/v1/audio-analysis/0rFcav2bUNH6NC9576Viiu,157800,4,Plastic Hearts,5BRhg6NSEZOj0BR6Iz56fR
Persuasive (with SZA)___Doechii,0.756,0.554,7,-7.166,0,0.145,0.211,0,0.274,0.563,120.028,audio_features,67v2UHujFruxWrDmjPYxD6,spotify:track:67v2UHujFruxWrDmjPYxD6,https://api.spotify.com/v1/tracks/67v2UHujFruxWrDmjPYxD6,https://api.spotify.com/v1/audio-analysis/67v2UHujFruxWrDmjPYxD6,210346,4,Persuasive (with SZA),7LYy99hyg4eHQeYkKPuS6R
your mom___corook,0.616,0.502,1,-9.254,0,0.0277,0.52,0.452,0.315,0.416,107.021,audio_features,6rp15O3RvL5sOMjHfLjxTK,spotify:track:6rp15O3RvL5sOMjHfLjxTK,https://api.spotify.com/v1/tracks/6rp15O3RvL5sOMjHfLjxTK,https://api.spotify.com/v1/audio-analysis/6rp15O3RvL5sOMjHfLjxTK,200808,4,your mom,0MDDf0IrpoEaYU0sMJ98H4
Are You in Love? (Intro)___The Regrettes,0.494,0.366,11,-19.952,1,0.515,0.767,1.12E-06,0.111,0.547,70.465,audio_features,1IMhRFnHQRUCJ74zWvcqag,spotify:track:1IMhRFnHQRUCJ74zWvcqag,https://api.spotify.com/v1/tracks/1IMhRFnHQRUCJ74zWvcqag,https://api.spotify.com/v1/audio-analysis/1IMhRFnHQRUCJ74zWvcqag,56024,4,How Do You Love?,0uIC8BxmLHZLpQX81ZqQE0
See Wat I’m Sayin___Moneybagg Yo,0.936,0.497,1,-7.185,1,0.41,0.0324,0,0.111,0.364,138.016,audio_features,30vAfL9Wyu2fu07vdbZ1Xt,spotify:track:30vAfL9Wyu2fu07vdbZ1Xt,https://api.spotify.com/v1/tracks/30vAfL9Wyu2fu07vdbZ1Xt,https://api.spotify.com/v1/audio-analysis/30vAfL9Wyu2fu07vdbZ1Xt,146732,4,See Wat I’m Sayin,3busrWaOS06nIDLDdIro3R
Paris___Sabrina Carpenter,0.576,0.671,2,-6.408,0,0.0474,0.0482,0,0.114,0.226,114.839,audio_features,359HNzfOXhCMHB1pNKhyfH,spotify:track:359HNzfOXhCMHB1pNKhyfH,https://api.spotify.com/v1/tracks/359HNzfOXhCMHB1pNKhyfH,https://api.spotify.com/v1/audio-analysis/359HNzfOXhCMHB1pNKhyfH,218080,4,Singular Act I,29mlGxS6kxq1EHxlX1EAZK
